tagId,tagName,parentTagId,parentTagName
630,Front End Engineering Design [FEED],6,skills
631,Detail Design,6,skills
632,Procurment,6,skills
633,Procurement,6,skills
634,Primavera Project Operator,6,skills
635,Delay Analysis,6,skills
636,Stakeholder Relationship,NULL,NULL
637,schedule management,NULL,NULL
638,cost management,NULL,NULL
639,Construction Scheduling,NULL,NULL
640,Bachelor In Industrial and Production Engineering,4,Qualifications
641,Risk Management,NULL,NULL
642,AIPSM Process Safety Management,NULL,NULL
643,Piping and Mechanical,2,Discipline
644,Bachelor of Engineering ( Mechanical ),4,Qualifications
645,"Certified Professional Engineer, Australia",4,Qualifications
646,National Engineers Register - Australia,4,Qualifications
647,Asset Integrity Management,NULL,NULL
648,Mentoring,NULL,NULL
649,Professional services,1,Industry
650,Oil & Cas,1,Industry
651,Resources and energy,1,Industry
652,Critical Infrastructure,1,Industry
653,Healthcare,1,Industry
654,"Construction, Manufacturing",1,Industry
655,Stress Analysis,6,skills
656,Fitness for Service Assessment,6,skills
657,Vibration Assessments,6,skills
658,Debottlenecking studies,6,skills
659,Root Cause Analysis,6,skills
660,CAESAR 2,6,skills
661,Prepare Technical Documents,6,skills
662,Capital Stewardship Organizational Capability (CSOC),6,skills
663,Bachelor of Petroleum Engineering,4,Qualifications
664,Petrel,7,Computer Skills
665,Eclipse,7,Computer Skills
666,HYSYS,7,Computer Skills
667,WellCAD,7,Computer Skills
668,VBE,NULL,NULL
669,C++,7,Computer Skills
670,Bengali,3,Language
671,Documentation control,6,skills
672,Design Validation,6,skills
673,Document Preparation,6,skills
674,Society of Petroleum Engineers International Membership,4,Qualifications
675,National Police Clearance,4,Qualifications
676,Australian Drivers License Class C [Manual],4,Qualifications
677,Mechanical or Industrial Engineering,1,Industry
678,Instrumental Engineering,2,Discipline
679,Steel,1,Industry
680,Service,1,Industry
681,Circuit Design,6,skills
682,Asset Management System,6,skills
683,Energy Delivery,6,skills
684,Interpersonnel Skills,6,skills
685,Interpersonal Skills,6,skills
686,configuring industrial networks,6,skills
687,P&I Drawing,6,skills
688,GA Drawing,6,skills
689,DCS/PLC Engineering Drawing,6,skills
690,Control System Configuration,6,skills
691,Bachelor of Engineering ( Electronics & Control Systems ),4,Qualifications
692,Preventative Maintenance,6,skills
693,Laboratory equipment,1,Industry
694,technical bid evaluation,6,skills
695,Project Start-up,6,skills
696,Quality Check,6,skills
697,Acceptance Testing,6,skills
698,Emerson Process Management,6,skills
699,Generate Technical Materials,6,skills
700,Operations Management,6,skills
701,Risk and Data Analysis,6,skills
702,Competitive Analysis,6,skills
703,Chartered Professional Engineer ( Chemical & Process ),4,Qualifications
704,Process Modelling,2,Discipline
705,Process Simulation,2,Discipline
706,Process Control Design,NULL,NULL
707,Implementation,2,Discipline
708,Operator Training,2,Discipline
709,Advanced Process Control (MVC),2,Discipline
710,Multi-Billiton dollar Project Management,2,Discipline
711,contractor Management,2,Discipline
712,Multiphase Reactor Experiments,2,Discipline
713, Modelling & Simulation,6,skills
714,CFD Modelling,6,skills
715,Scientific Research,6,skills
716,Environmental Management,6,skills
717,Chemical Plant Operation,6,skills
718,Operational Support,6,skills
719,Calculation Review,6,skills
720,Process Control support,6,skills
721,ESD design review,6,skills
722,High Pressure / high temperature system control loop,6,skills
723,Control system Functional description review,6,skills
724,Quantitative Risk Assessment (QRA),6,skills
725,Safety Integrity Level (SIL),6,skills
726,Steady state and Dynamic Flow-sheet models (PFDs),6,skills
727,Aspen Tech Softwares,7,Computer Skills
728,Operator Training Simulator (Shadow plant / Unisim),6,skills
729,SysCAD,7,Computer Skills
730,Foundation Fieldbus Instruments commissioning,6,skills
731,Configuration Studio,7,Computer Skills
732,Quick Builder,7,Computer Skills
733,Graphics Builder,7,Computer Skills
734,Honeywell Field Device Manager,7,Computer Skills
735,Control Logic review,6,skills
736,PCS FAT / SAT experience.,6,skills
737,HMI Graphics design and Implementation,6,skills
738,PAS alarm management suites,7,Computer Skills
739,Aspen Plus,NULL,NULL
740,EPCM contractor Coordination / Management,6,skills
741,Visual Basic for Application (VBA),7,Computer Skills
742,CSPC Tools,7,Computer Skills
743,Equipment Health monitoring,6,skills
744,Energy improvement opportunities,6,skills
745,Flow-sheeting process modelling,6,skills
746,CFD Equipment design,6,skills
747,Simulation,6,skills
748,Research,6,skills
749,Fertilizer plant operation,6,skills
750,industrial management,6,skills
751,Environmental Management System (EMS),6,skills
752,Performance and capacity testing,6,skills
753,Feasibility study,6,skills
754,Develops implementation plan for critical recommendations,6,skills
755,review data sheets,6,skills
756,Alumina Process Modelling,6,skills
757,Process Hazards Analysis (PHA),6,skills
758,Flow-sheet modelling softwares,7,Computer Skills
759,Development of user interface for Full Refinery Model,6,skills
760,Development of Real time Process Monitoring and Troubleshooting Model for Causticiser Performance improvement,6,skills
761,Modelling and Integration of Liquor Burner Model with Full Refinery Model.,6,skills
762,(Computer aided radioactive particle tracking (CARPT),7,Computer Skills
763,Computer tomography (CT),7,Computer Skills
764,Impulse gas tracer,7,Computer Skills
765,Four Point Optical Probe,7,Computer Skills
766,Alkali industry,1,Industry
767,Urdu,3,Language
768,Punjabi,3,Language
769,Simulink,7,Computer Skills
770,ACM,7,Computer Skills
771,GAMBIT,7,Computer Skills
772,ANSYS Design Modeller,7,Computer Skills
773,ANSYS CFX,7,Computer Skills
774,FLUENT,7,Computer Skills
775,BHP Billiton Way Awards 2014 Winner on Sustainability,4,Qualifications
776,Australian Postgraduate Award (APA) for research,4,Qualifications
777,Plastics,1,Industry
778,Advanced Process Control,6,skills
779,Practical Process Control,6,skills
780,Alarm Management,6,skills
781,Intermediate / Advanced BableFish,6,skills
782,Environmental Health and Safety Course (EH&S),6,skills
783,Radiation Hazards and Safety,6,skills
784,Structural Design,6,skills
785,Front-end Engineering,6,skills
786,Mineral Processing,1,Industry
787,STAAD Pro,7,Computer Skills
788,Microstran,7,Computer Skills
789,SpaceGass,7,Computer Skills
790,Senior / Lead Civil & Structural Engineer,2,Discipline
791,Masters of Science (Structureal Engineering),4,Qualifications
792,Chartered Engineer,4,Qualifications
793,"Member, Institution of Engineers",4,Qualifications
794,"National Engineering Register, Engineers Australia",4,Qualifications
795,American Society of Civil Engineers,4,Qualifications
796," Institution of Engineers, India",4,Qualifications
797,Strand7,7,Computer Skills
798,Mat3D,NULL,NULL
799,Navisworks,NULL,NULL
800,TEDDS,7,Computer Skills
801,Front-end Engineering design,6,skills
802,Quality management,6,skills
803,personnel management,6,skills
804,Oil & Energy,1,Industry
805,Sales Bid,6,skills
806,"Fellow of the Institution of Engineers, Australi",4,Qualifications
807,Construction Contracts managemen,6,skills
808,Breathing Apparatus and Fire-fighting training,6,skills
809,Helicopter underwater escape training,6,skills
810,Mine Safety and Inspection Act,6,skills
811,Certified Occupational Health and Safety Representative,6,skills
812,Fitness-for-Service analysis,6,skills
813,"scoping, award and management of construction contracts",6,skills
814,quality assurance,6,skills
815,Loss Control and Safety Management training,4,Qualifications
816,PCN Security,2,Discipline
817,"Electrical, Instrumentation & Control Systems Engineering",2,Discipline
818,Minerals Processing,1,Industry
819,Fertiliser Processing,1,Industry
820,Food Processing,1,Industry
821,Paper & Pulp Processing,1,Industry
822,Oil Processing,1,Industry
823,Bachelor of Technology (Mechanical),4,Qualifications
824,Institute of Advanced Education,4,Qualifications
825,Fibre-reinforced plastic design,6,skills
826,Fibre-reinforced plastic Quality Assurance,6,skills
827,piping system design,6,skills
828,Bachelor of Chemical & Processing Engineering,4,Qualifications
829,Bachelor of Chemical & Process Engineering,4,Qualifications
830,Honeywell Experion,7,Computer Skills
831,Aspen HYSYS,7,Computer Skills
832,HAZOP/HAZID studies,6,skills
833,Layers of Protection Analysis,6,skills
834,Safety Integrity Level Study,6,skills
835,Sankey Diagrams,6,skills
836,Mining Engineer,2,Discipline
837,Spanish,3,Language
838,TALPAC,7,Computer Skills
839,XPAC,7,Computer Skills
840,XERAS,7,Computer Skills
841,Mine Design,6,skills
842,Open Put Mining,2,Discipline
843,Underground Mining,2,Discipline
844,Risk Assesment,6,skills
845,System Design,6,skills
846,System Integration,6,skills
847,Operations Analysis,6,skills
848,Valuation,6,skills
849,Feasibility Studies,6,skills
850,Deasibility Studies,8,workSegment
851,Bachelor of Engineering (Mining),4,Qualifications
852,Post Graduate Diploma (Financial Accounting),4,Qualifications
853,Australian Institute of Mining and Metalurgy (fellow),4,Qualifications
854,Chartered Professionals (Mining),4,Qualifications
855,First Class Mine Managers Certificate,4,Qualifications
856,legal representative,2,Discipline
857,Country Manager,2,Discipline
858,Project Development,6,skills
859,Project Planning,6,skills
860,Technical Report Writing,6,skills
861,Performance reconciliation,6,skills
862,Team Leading,6,skills
863,Team Mentoring,6,skills
864,Contract Tender,6,skills
865,Contract Management,6,skills
866,Business Unit Administration,8,workSegment
867,TAFE  Pipe Fitters ,NULL,NULL
868,FRP PIPING INSPECTOR D6,NULL,NULL
869,Bachelor of Technology (Chemical Engineering ),4,Qualifications
870,Institution of Engineers [fellow],4,Qualifications
871,Former UN Fellow (Advanced Process Systems),4,Qualifications
872,Pipelines,2,Discipline
873,Design Review,6,skills
874,Process Safety & Integrity Management,6,skills
875,Processw Engineering,8,workSegment
876,Risk & Hazard Analysis,6,skills
877,Value Assurance,6,skills
878,Technical Assurance Reviews,6,skills
879,CTR Development,6,skills
880,Economic Analysis,6,skills
881,Life cycle cost analysis,6,skills
882,Flow assurance,6,skills
883,Gas Processing,1,Industry
884,HAZID,6,skills
885,CHAZOP,6,skills
886,ENVHAZOP,6,skills
887,IPF&SIL,6,skills
888,QRA,6,skills
889,Isolation reviews,6,skills
890,Constructability Review,6,skills
891,IPF & SIL Classifications,4,Qualifications
892,Competency certificate on EEHA,4,Qualifications
893,Advance Diplomer of Mechanical Engineering,4,Qualifications
894,Windows,7,Computer Skills
895,Map 101,7,Computer Skills
896,Microstation,7,Computer Skills
897,Pipenet-sprinker spray module,7,Computer Skills
898,PHAST,7,Computer Skills
899,Fire Protection,1,Industry
900,Design Engineering,8,workSegment
901,Fire Zoning,6,skills
902,Fire & Gas Detection,6,skills
903,Cause & Effect Chart,6,skills
904,Smoke Modelling,6,skills
905,Instrument air network design,6,skills
906,Fire System Installation,6,skills
907, project risk assessment,6,skills
908,review of emergency electrical shutdown philosophy,6,skills
909,BSc. Mechanical Engineering,4,Qualifications
910,MIEAust,4,Qualifications
911,MIESL,4,Qualifications
912,3D Modelling,7,Computer Skills
913,Smap3D Plant Design,7,Computer Skills
914,Pipeflow Expert,7,Computer Skills
915,Microsoft Project,7,Computer Skills
916,Construction White Card,4,Qualifications
917,Confined Space,4,Qualifications
918,Section 44 Appointed Persons,4,Qualifications
919,"RTIO Site Essentials, Lock Holder, Personal Isolation Officer, and Permit Isolation Officer Training",4,Qualifications
920,Smap3D Plant Design Training,4,Qualifications
921,Certified SolidWorks Professional,4,Qualifications
922,Completed Diploma in Mechanical Engineering & CAD,4,Qualifications
923,Completed Advanced Diploma in Mechanical Engineering,4,Qualifications
924,Bachelor of Engineering Honors [Electrical Power Major],4,Qualifications
925,Mechanical Deafting and Engineering,2,Discipline
926,Logistics,2,Discipline
927,Resource Management,6,skills
928,Job Scheduling,6,skills
929,Client Liaison,6,skills
930,Scheduling,6,skills
931,Masters of Oil & Gas Engineering,4,Qualifications
932,French,3,Language
933,Diploma in French Language,4,Qualifications
934,Bachelor of Education,4,Qualifications
935,Masters of Arts,4,Qualifications
936,Bachelor of Arts,4,Qualifications
937,NAATI Accredited Professional Translator,4,Qualifications
938,Wordfast,7,Computer Skills
939,Trados,7,Computer Skills
940,Confined Space Entry Permit,4,Qualifications
941,Construction OH&S White Card,4,Qualifications
942,"•	D.6 Certification of GRP Pipe Fitter – Inspector TAFE Course",4,Qualifications
943,"•	D.5 Certification of GRP Pipe Fitter - Supervisor TAFE Course",4,Qualifications
944,Managing Safety,6,skills
945,Conduct Inductions,6,skills
946,VOC,6,skills
947,SIMOPPS ,6,skills
948,Quality Inspections,6,skills
949,Quality Documentation,6,skills
950,Safety Audit,6,skills
951,Project programming and scheduling,6,skills
952,Inspection & Test Plan,6,skills
953,Risk identification and Assessment,6,skills
954,BIOWIN,7,Computer Skills
955,CALPUFF,7,Computer Skills
956,AERMOD,7,Computer Skills
957,Wastewater,2,Discipline
958,Processing,1,Industry
959,Air Pollution Control,2,Discipline
960,Prepare Client Reports,6,skills
961,Site based Management Plans,6,skills
962,Masters of Engineering [Environmental],4,Qualifications
963,Bachelor of Engineering [Chemical],4,Qualifications
964,Current Queensland Open Manual Driver’s License,4,Qualifications
965,Bachelor in Engineering [Production Engineering],4,Qualifications
966,Project Management Institute [member],4,Qualifications
967,Association of Cost Engineers [member],4,Qualifications
968,Primavera-P6,7,Computer Skills
969,Scheduler,7,Computer Skills
970,SAP,7,Computer Skills
971,PRISM,7,Computer Skills
972,Microsoft Access,7,Computer Skills
973,LLink,7,Computer Skills
974,@Risk,7,Computer Skills
975,ACAD,7,Computer Skills
976,Trusted Computing (TC),7,Computer Skills
977,Critical path analysis,6,skills
978,Databasing,6,skills
979,Budgeting,6,skills
980,Cost Status Report (CSR),6,skills
981,Visio,7,Computer Skills
982,Instument diagnostics,6,skills
983,Instrument Repair,6,skills
984,SAG System,7,Computer Skills
985,PHOLOS,7,Computer Skills
986,Masters of Electrical Engineering,4,Qualifications
987,Diploma of Teacher of computer engineering,4,Qualifications
988,Certificate POWER INDUSTRY Siemens,4,Qualifications
989,PROCESS AUTOMATION Siemens,4,Qualifications
990,RUGGEDCOM for SUBSTATION Siemens,4,Qualifications
991,FULL SERVICE ABB,4,Qualifications
992,ABB Relay protection,4,Qualifications
993,TAFE certificat IV in CSWE,4,Qualifications
994,High Risk License (LF),4,Qualifications
995,E-Car certified Information System Security Pro (CISSP),4,Qualifications
996,Driving License C Class Manual,4,Qualifications
997,Planning,8,workSegment
998,Coorination,8,workSegment
999,due-diligence studies,6,skills
1000,Plant configuration study,6,skills
1001,HMDB Review,6,skills
1002,efficiency/heat rates,6,skills
1003,auxilary power consumption,6,skills
1004,plant reliability,6,skills
1005,Layout Design,6,skills
1006,HAZOP Studies,6,skills
1007,Bachelor of Technology (Mechanical Engineering),4,Qualifications
1008,Masters of Engineering (Project Engineering),4,Qualifications
1009,Post graduate certificate in management,4,Qualifications
1010,O&M Performance review,6,skills
1011,Stress Engineering,2,Discipline
1012,safety management,6,skills
1013,structural engineering,2,Discipline
1014,Cost Engineering,2,Discipline
1015,handover,8,workSegment
1016,facility engineering,1,Industry
1017,Nuclear Power,1,Industry
1018,Bachelor of Engineering [Electrical & Electronics],4,Qualifications
1019,Product Risk Review,6,skills
1020,Bachelor in Engineering [Mechanical Engineering],4,Qualifications
1021,Professional Short Course “Technical Spread Sheeting”,4,Qualifications
1022,Autodesk Inventor,7,Computer Skills
1023,3D CAD,7,Computer Skills
1024,Drive Safe Australia – Commercial / Light Vehicle Operation (4WD / Defensive Driving / Gravel Roads),4,Qualifications
1025,Drive Safe Australia – Operate and Maintain a Four Wheel Drive Vehicle in the Field (Drive and Recovery),4,Qualifications
1026,Process Design,8,workSegment
1027,Plant Operations,2,Discipline
1028,Technology Selection,NULL,NULL
1029,PRO/II,7,Computer Skills
1030,preservation study,6,skills
1031,Process / Facilities Engineering Consultant,2,Discipline
1032,American Institute of Chemical Engineers [Senior Member],4,Qualifications
1033,Strategic change management,6,skills
1034,Contract & contractor management,6,skills
1035,Budget Control,6,skills
1036,Negotiation,6,skills
1037,Project Engineerng,2,Discipline
1038,MIMS,7,Computer Skills
1039,Enterprises Asset Management (EAM),7,Computer Skills
1040,Smart Plant 3D,7,Computer Skills
1041,strand6,7,Computer Skills
1042,Graduate Diploma (Maintenance and Engineering Management],4,Qualifications
1043,MBA [Finance & Marketing],4,Qualifications
1044,Bachelor of Engineering [Mechanical],4,Qualifications
1045,Registered Professional Mechanical Engineer in Queensland (RPEQ),4,Qualifications
1046,"Professional Engineer, Engineers Australia [fellow, chartered]",4,Qualifications
1047,"Registered Project Manager, AIPM Australia",4,Qualifications
1048,Certified 5 SIGMA green belt chamption,4,Qualifications
1049,ISO 55000 Trained,4,Qualifications
1050,Key Account Management,2,Discipline
1051,Food,1,Industry
1052,Customer Management,2,Discipline
1053,Dealer Mamagement,2,Discipline
1054,capital equipments,2,Discipline
1055,Diploma [Electrical Engineering],4,Qualifications
1056,"	Completed Certificate course in PLC & HMI programming and Troubleshooting",4,Qualifications
1057,Certificate Course in PC Hardware and maintenance,4,Qualifications
1058,Technicians Diploma in Electronic Equipment Installation and repair ,4,Qualifications
1059,Certified Functional Safety Professiona,4,Qualifications
1060,Masters in Engineering Science [Telecommunications],4,Qualifications
1061,Bachelors in Engineering [Communcation Systems],4,Qualifications
1062,Electrical Instumentation & Control Systems,6,skills
1063,PCN Cybersecurity,6,skills
1064,functional safety,6,skills
1065,Wired & wireless communication systems engineering,6,skills
1066,ISA 18.2 and EEMUA191: 2007,6,skills
1067,Project planning & cost estimation,6,skills
1068,Project cost control & forecasting,6,skills
1069,Project management & compliance auditing,6,skills
1070,hmi development,6,skills
1071,Specification,8,workSegment
1072,"IEC 61508 & 61511, CFSP",4,Qualifications
1073,IEC 62443 and NIST SP800-82,4,Qualifications
1074,Diploma of Purchasing,4,Qualifications
1075,"Advanced Certificate, Electronic Engineering",4,Qualifications
1076,finite element analysis,6,skills
1077,detailed engineering,8,workSegment
1078,project studies,8,workSegment
1079,structural integrity inspection,6,skills
1080,MathCAD,7,Computer Skills
1081,Space Gass,7,Computer Skills
1082,Primavera Project Planner,7,Computer Skills
1083,Bachelor of Engineering [Civil],4,Qualifications
1084,Institution of Engineers Australia [member],4,Qualifications
1085,Confined Space Training,4,Qualifications
1086,Working at Heights Training,4,Qualifications
1087,MSIC and Patrick Access,4,Qualifications
1088,Line Management,6,skills
1089,Bachelor of Electrical and Electronics Engineering,4,Qualifications
1090,Chartered Professionals [Engineering],4,Qualifications
1091,"Diploma in Electronics, Computer and Communications Engineering",4,Qualifications
1092,Microsoft Visio,7,Computer Skills
1093,PLC,7,Computer Skills
1094,ORCAD,7,Computer Skills
1095,LabVIEW,7,Computer Skills
1096,Driving License,4,Qualifications
1097,Engineering and lighting designs,6,skills
1098,Maximum demand calculations,6,skills
1099,Supply authority applications,6,skills
1100,PowerCAD,7,Computer Skills
1101,Specification and design brief documentation,6,skills
1102,Design fee proposals,6,skills
1103,Project and personnel management,6,skills
1104,scada,6,skills
1105,Electrical Engineering,2,Discipline
1106,MYOB,7,Computer Skills
1107,Dialux,7,Computer Skills
1108,Pastel Accounting,7,Computer Skills
1109,Communication Infrastructure,NULL,NULL
1110,Lighting Design,6,skills
1111,Section 44,4,Qualifications
1112,C Class License,4,Qualifications
1113,Certificate in Programmable Logic Controllers and SCADA Systems ,4,Qualifications
1114,Certificate in Electrical Installation Rules,4,Qualifications
1115,Diploma in Project Management,4,Qualifications
1116,National Higher Diploma in Electrical Engineering,4,Qualifications
1117,Trade Certificate – Electrician,4,Qualifications
1118,High Voltage,2,Discipline
1119,Low Voltage,2,Discipline
1120,Project Evaluation,6,skills
1121,Site Management,6,skills
1122,Hazardous Area Design,2,Discipline
1123,Bachelor of Engineering [Electrical],4,Qualifications
1124,Institution of Engineers [Member],4,Qualifications
1125,Chartered Professional Engineers Australia,4,Qualifications
1126,EEEHA UTE NES 010A 010A Report on Integrity of Explosion-protected Equipment in Hazardous Areas,4,Qualifications
1127,EEHA UTE NES 107A Install Explosion-protected Equipment and Wiring Systems in Hazardous Areas,4,Qualifications
1128,EEHA UTE NES 706A Classification of Hazardous Areas,4,Qualifications
1129,EEHA UTE NES 409A/410A Inspection of Equipment in Hazardous Areas,4,Qualifications
1130,EEHA UTE NES 408A Test installation in Hazardous Areas,4,Qualifications
1131,Graduate Diploma of Management,4,Qualifications
1132,Bachelor of Engineering [Mechanical,4,Qualifications
1133,Australian Institute of Energy [Member],4,Qualifications
1134,ASME [Member],4,Qualifications
1135,"Mechanical College, IEAust [Member]",4,Qualifications
1136,"Chartered Professionals, NPER",4,Qualifications
1137,"Institution of Engineers, Australia [Member]",4,Qualifications
1138,HVAC,6,skills
1139,SACS,7,Computer Skills
1140,Sesam,7,Computer Skills
1141,OSAP,7,Computer Skills
1142,Mat 3D,7,Computer Skills
1143,Frontend engineering design [FEED],8,workSegment
1144,Offshore Oil & Gas,2,Discipline
1145,Marine Hull Engineering,1,Industry
1146,Nevis,6,skills
1147,AISC & API,6,skills
1148,DNV,6,skills
1149,"	Fire safety Training ( Floor Fire warden )",4,Qualifications
1150,Bachelors of Engineering [Civil],4,Qualifications
1151,Water Treatment,1,Industry
1152,Minerals,1,Industry
1153,Utilities,1,Industry
1154,Supply chain management,4,Qualifications
1155,Chartered Professionals [Engineer],4,Qualifications
1156,EEHA,6,skills
1157,LOPA,6,skills
1158,SIL,6,skills
1159,ALARP,6,skills
1160,railway,1,Industry
1161,Field Engineering,8,workSegment
1162,pipestress analysis,6,skills
1163,Project Management Institute (PMI),4,Qualifications
1164,Engineergs Australia (MIEAust),4,Qualifications
1165,ASME B31.3 International Review Group,4,Qualifications
1166,The Welding Institute,4,Qualifications
1167,"-	Advance Pipe Stress Analysis Training ",4,Qualifications
1168,"-	PMI certified project management course",4,Qualifications
1169,Rail Industry Safety Induction ,4,Qualifications
1170,FATHOM fluid flow user training ,4,Qualifications
1171,"-	RIIOHS202A Enter and work in Confined space",4,Qualifications
1172,Safely work at heights ,4,Qualifications
1173,"-	MSAPMOHS217A Gas Test Atmospheres",4,Qualifications
1174,Project Delivery,8,workSegment
1175,Work Breakdown Structure (WBS),6,skills
1176,Project Schedule & Budget,6,skills
1177,Monitor and control risk on project,6,skills
1178,project planing,8,workSegment
1179,Closeout,8,workSegment
1180,project budgeting,6,skills
1181,progress monitoring,6,skills
1182,HAZID studies,6,skills
1183,Translate LaserGen 3D survey data,6,skills
1184,Pipe stress Analysis,6,skills
1185,Plant Layout,2,Discipline
1186,Incite,7,Computer Skills
1187,Envision,7,Computer Skills
1188,iProc,7,Computer Skills
1189,OPPA,7,Computer Skills
1190,FFDS,7,Computer Skills
1191,PSFF,7,Computer Skills
1192,FATHOM,7,Computer Skills
1193,Arrow,7,Computer Skills
1194,AutoPipe,7,Computer Skills
1195,Bechtel ME-101,7,Computer Skills
1196,Plant space,7,Computer Skills
1197,Smart Plant Review (SPR),7,Computer Skills
1198,Navigator,7,Computer Skills
1199,3DM,7,Computer Skills
1200,LaserGen,7,Computer Skills
1201,PMI (Project Management Institute),4,Qualifications
1202,Engineers Australia (MIEAust) ,4,Qualifications
1203,Masters of Technology [Design & Production Engineering],4,Qualifications
1204,PV-Elite,7,Computer Skills
1205,HTFS,7,Computer Skills
1206,HTRI,7,Computer Skills
1207,Floor Heating System Design,6,skills
1208,Audit and Supervision of Piping and Instrumentation ,6,skills
1209,Cooling Water Refrigeration,6,skills
1210,Engineering General Essential Services ,6,skills
1211,Pressure Vessel Design ,6,skills
1212,mechanical design,6,skills
1213,Bachelors of Engineering [Mechanical],4,Qualifications
1214,BEEaT Occupational Health and Safety ,4,Qualifications
1215,Certificate in mechanical Drafting ,4,Qualifications
1216,NACE Instructor for the ‘NACE Coating Inspection Program’,4,Qualifications
1217,NACE Certified Coating Inspector - Level 3 CIP No. 17648,4,Qualifications
1218,ACA Coatings Selection & Specification - Certificate 6116,4,Qualifications
1219,ACA/ACRA Corrosion & Protection of Reinforced Concrete - Certificate 6051,4,Qualifications
1220,Cert IV Workplace Training and Assessment – Certificate 5190882,4,Qualifications
1221,Cert III Surface preparation and Coating – Certificate C1073458,4,Qualifications
1222,ICORR Fireproofing and Insulation Inspector Level 2,4,Qualifications
1223,ICORR Galvanizing Inspector Level 2,4,Qualifications
1224,ACA - Australasian Corrosion Association,4,Qualifications
1225,NACE - National Association of Corrosion Engineers,4,Qualifications
1226,ICORR – institute of Corrosion,4,Qualifications
1227,SSPC - Society Steel Protective Coatings,4,Qualifications
1228,Inspection Test Plans (ITP),6,skills
1229,Inspection,6,skills
1230,Tender Consulting,6,skills
1231,Training,6,skills
1232,Project Co-ordinator,NULL,NULL
1233,Project Manager,NULL,NULL
1234,EC&I,NULL,NULL
1235,Mechanical Piping Designer,NULL,NULL
1236,Director,NULL,NULL
1237,Mechanical  Engineer,NULL,NULL
1238,Pipeline & Piping,NULL,NULL
1239,Pipe Stress,NULL,NULL
1240,Engineering management,NULL,NULL
1241,Control Engineer,2,Discipline
1242,Instrument Engineer,2,Discipline
1243,SAP Software,7,Computer Skills
1244,Masters of Engineering [Electrical & Electronic],4,Qualifications
1245,SmartPlant,7,Computer Skills
1246,CONVAL,7,Computer Skills
1247,InstruCalc Instrument Sizing Suite,7,Computer Skills
1248,Shell Risk and Reliability management software (rrm),7,Computer Skills
1249,Laboratory Virtual Instrumentation Engineering Workbench (LabView),7,Computer Skills
1250,Simulation Program with Integrated Circuit Emphasis (SPICE),7,Computer Skills
1251,Linux,7,Computer Skills
1252,Pascal,7,Computer Skills
1253,Java,7,Computer Skills
1254,ARM,7,Computer Skills
1255,Prolog,7,Computer Skills
1256,.NET,7,Computer Skills
1257,Adobe DreamWeaver,7,Computer Skills
1258,Adobe Macromedia Flash,7,Computer Skills
1259,Engineers Australia (MIEAust) [Member],4,Qualifications
1260,Institure of Electrical and Electronics Engineers (IEEE) [Member],4,Qualifications
1261,International Society of Automation (ISA) [Member],4,Qualifications
1262,Structural,2,Discipline
1263,FEA Analysis,6,skills
1264,Parametric Modeling Techniques,6,skills
1265,Advanced Diploma of Civil Construction Design,4,Qualifications
1266,Advanced Diploma of Engineering / Diploma of Engineering (Technical) ,4,Qualifications
1267,Advanced Diploma of Engineering [Oil & Gas],4,Qualifications
1268,Diploma of Engineering [Oil & Gas],4,Qualifications
1269,Endorsed Certificate DOF Subsea Technical Series,4,Qualifications
1270,Petroleum Processing Operation Training,4,Qualifications
1271,Engineers Australia - Engineering Associate Graduate Membership ,4,Qualifications
1272,International Student of the Year Achievement Award ,4,Qualifications
1273,InterMap,7,Computer Skills
1274,Civil 3D,7,Computer Skills
1275,Civil Design,1,Industry
1276,Dogman Ticket,4,Qualifications
1277,Working at Heights,4,Qualifications
1278,Elevated Work Platform ticket,4,Qualifications
1279,Tilt up Panel Awareness training.,4,Qualifications
1280,Confined Space Entry ticket,4,Qualifications
1281,Permit to Work officer training.,4,Qualifications
1282,“Above the Line” safety training,4,Qualifications
1283,Civil/Structural Engineer,2,Discipline
1284,"Civil Structural Design, Model And Drafting Course part of Diploma of Civil Construction and Design qualification  (RII50515)",4,Qualifications
1285,Certificate IV in Building and Construction (Estimating) ,4,Qualifications
1286,"Bachelor Degree in Civil and Structural Engineering at “Gheorghe Asachi”- Technical University of Iasi, Romania",4,Qualifications
1287,Certificate in Project Management – Project Manager – E0063829,4,Qualifications
1288,Construction Safety Induction “White Card” number 712803CPCCOHS1001A47735/09.09.2013,4,Qualifications
1289,License to perform high risk work – WL 3382421/31.07.2015,4,Qualifications
1290,Microsoft MS Word,7,Computer Skills
1291,Microsoft MS Powerpoint,7,Computer Skills
1292,Robot Millennium Package ,7,Computer Skills
1293,Nemetschek Allplan,7,Computer Skills
1294,"Diploma of Engineering (Technical), South metropolitan TAFE",4,Qualifications
1295,Professional Engineer By Engineers Australia,4,Qualifications
1296,Bachelor of Science (Mechanical Engineering),4,Qualifications
1297,"Drawing Industrial Standards (ANSI, ASME, ISO)",1,Industry
1298,Computer Aided Design (CAD),1,Industry
1299,Computer Aided Manufacturing (CAM),1,Industry
1300,"Microsoft MS Office Suite: Word, Excel, Power point, Outlook",7,Computer Skills
1301,Microsoft MS Project,7,Computer Skills
1302,Blender,7,Computer Skills
1303,Ansys Fluent,7,Computer Skills
1304,OpenFOAM,7,Computer Skills
1305,Tecplot,7,Computer Skills
